FilerEIN,TaxYear,BusinessNameLine1Txt,AddressLine1Txt,AddressLine2Txt,CityNm,StateAbbreviationCd,ZIPCd,ServicesDesc,CompensationAmt,PersonNm,ProvinceOrStateNm,CountryCd,BusinessNameLine2Txt,ForeignPostalCd
135562401,2018,RGM CAPITAL LLC,9010 Strada Stell Court,Suite 105,Naples,FL,34109,INVESTMENT MANAGEMENT,4462750,,,,,
135562401,2018,WELLINGTON MANAGEMENT CO,280 Congress Street,,Boston,MA,02210,INVESTMENT MANAGEMENT,1658157,,,,,
135562401,2018,PRAESIDIUM INVESTMENT MANAGEMENT CO,747 3rd Avenue,35th Floor,New York,NY,10017,INVESTMENT MANAGEMENT,1361643,,,,,
135562401,2018,BASSWOOD CAPITAL MANAGEMENT,645 Madison Avenue,10th Floor,New York,NY,10022,INVESTMENT MANAGEMENT,1302573,,,,,
135562401,2018,GARDNER RUSSO & GARNDER LLC,223 East Chestnut Street,,Lancaster,PA,17602,INVESTMENT MANAGEMENT,1191525,,,,,
510198509,2018,POLICYLINK,1438 WEBSTER STREET STE 303,,OAKLAND,CA,94612,CONSULTING,1017150,,,,,
510198509,2018,GRASSROOTS SOLUTIONS INC,861 E HENNEPIN AVE STE 350,,MINNEAPOLIS,MN,55414,CONSULTING,800000,,,,,
510198509,2018,PREVENTION INSTITUTE,221 OAK STREET,,OAKLAND,CA,94607,CONSULTING,602557,,,,,
510198509,2018,WORKING NARRATIVES,PO BOX 448,,WILMINGTON,NC,28402,CONSULTING,300000,,,,,
510198509,2018,THE SMARTER LEARNING GROUP,4011 YOKE DRIVE,,HAMPSTEAD,MD,21074,CONSULTING,270645,,,,,
810421425,2018,USDA FOREST SERVICE,1400 INDEPENDENCE AVE SW,,WASHINGTON,DC,20250,HABITAT ENHANCEMENT,1072026,,,,,
810421425,2018,WELLS FARGO,1 MONTGOMERY ST,,SAN FRANCISCO,CA,94104,MERCHANT & BANK SERV,568696,,,,,
810421425,2018,BIG TIME ENTERTAINMENT,1984 NORWAY LAKE RD SW,,PINE RIVER,MN,56474,TELEVISION,328050,,,,,
810421425,2018,WISCONSIN DEPT OF NATURAL RESOURCES,101 S WEBSTER ST,,MADISON,WI,53707,ELK RELOCATION,314109,,,,,
810421425,2018,THE EXPO GROUP,5931 CAMPUS CIRCLE DR W,,IRVING,TX,75063,EXPOSITION SERVICES,294879,,,,,
311640316,2018,CHARLES SCHWAB & CO,211 MAIN STREET,,SAN FRANCISCO,CA,94105,BROKERAGE & ADMIN SERVICES,3062442,,,,,
311640316,2018,BAKER STREET ADVISORS LLC,455 MARKET STREET FL 23,,SAN FRANCISCO,CA,94105,ASSET MANAGEMENT,685244,,,,,
311640316,2018,GRAYSTONE CONSULTING LTD,1555 HIGHPOINT DRIVE,,NEWARK,OH,43055,ASSET MANAGEMENT,565710,,,,,
311640316,2018,WETHERBY ASSET MANAGEMENT,580 CALIFORNIA STREET FL 8,,SAN FRANCISCO,CA,94104,ASSET MANAGEMENT,451253,,,,,
311640316,2018,JORDAN PARK GROUP LLC,100 PINE STREET SUITE 2600,,SAN FRANCISCO,CA,94111,ASSET MANAGEMENT,350501,,,,,
364724966,2018,SKENDER CONSTRUCTION,200 W MADISON SUITE 1300,,CHICAGO,IL,60606,CONSTRUCTION,41430847,,,,,
364724966,2018,POWER CONSTRUCTION COMPANY LLC,225 W Washington Street Suite 1420,,CHICAGO,IL,60606,CONSTRUCTION SERVICES,29503302,,,,,
364724966,2018,TURNER CONSTRUCTION COMPANY,55 E MONROE SUITE 1430,,CHICAGO,IL,60603,CONSTRUCTION,29341450,,,,,
364724966,2018,LO DESTRO CONSTRUCTION COMPANY,211 E Ontario St 500,,CHICAGO,IL,60604,CONSTRUCTION SERVICES,21927688,,,,,
364724966,2018,CB RICHARD ELLIS INC,205 W WACKER DRIVE,,CHICAGO,IL,60606,PROPERTY MANAGEMENT,17403857,,,,,
208295721,2018,,2501 SMALLMAN STREET,,PITTSBURGH,PA,15222,CONSTRUCTION CONTR,45809740,RYCON CONSTRUCTION INC,,,,
208295721,2018,,625 Walnut Street,,MCKEESPORT,PA,15132,Rehab Services,43416352,Centers for Rehab Services,,,,
208295721,2018,,4999 Old Clairton Road,,PITTSBURGH,PA,15236,Contruction Contr,29174231,MBM Contracting Inc,,,,
208295721,2018,,120 DELTA DRIVE,,PITTSBURGH,PA,15238,CONSTRUCTION CONTR,22506654,MASSARO CORPORATION,,,,
208295721,2018,,204 Sigma Drive,,PITTSBURGH,PA,15238,Transplant Services,21174125,Center for Organ Recovery Educati,,,,
370662561,2018,,6810 STATE ROUTE 162,,MARYVILLE,IL,62062,PHYSICIAN SERVICES,1898629,GENERAL LAPAROSCOPIC SURGERY ASSO,,,,
370662561,2018,,6812 STATE ROUTE 162,,MARYVILLE,IL,62062,PHYSICIAN SERVICES,1795992,CENTER FOR ADVANCED ORTHO,,,,
370662561,2018,,4955 S STATE RTE 159,,GLEN CARBON,IL,62062,PHYSICIAN SERVICES,1468916,MID AMERICA PLASTIC SURGERY,,,,
370662561,2018,,20-B PROFESSIONAL DRIVE,,MARYVILLE,IL,62062,PHYSICIAN SERVICES,1230834,FAMILY CARE SPECIALISTS,,,,
370662561,2018,,PO BOX 677979,,DALLAS,TX,75267,PHYSICIAN SERVICES,1417500,ILLINOIS HOSPITALISTS LLP,,,,
264436716,2018,KVC Behavioral Healthcare,1413 S Washington St Suite 300,,Papillion,NE,68046,Service Provider,3923172,,,,,
264436716,2018,Father Flanagan's Boys' Home,14100 Crawford Street,,Boys Town,NE,68010,Service Provider,3808844,,,,,
264436716,2018,Omni Behavioral Health,5115 F Street,,Omaha,NE,68105,Service Provider,3005133,,,,,
264436716,2018,Apex Foster Care Inc,9802 Nicholas Street 205,,Omaha,NE,68134,Service Provider,2747144,,,,,
264436716,2018,Beneficial Behavioral Health Services,13435 A Street,,Omaha,NE,68144,Service Provider,2094676,,,,,
941196203,2018,,11000 OPTUM CIRCLE,,EDEN PRAIRIE,MN,55344,Revenue Cycle SVCS,406531093,OPTUM360 LLC,,,,
941196203,2018,,5451 LAKEVIEW PKWY S DR,,INDIANAPOLIS,IN,46268,Maintenance Services,93888486,TRIMEDX LLC,,,,
941196203,2018,,2702 ROCKCREEK PKWY,,KANSAS CITY,MO,64117,Technology services,83046427,CERNER CORP,,,,
941196203,2018,,1010 N 102ND ST,,OMAHA,NE,68114,Staffing services,78796177,MEDICAL SOLUTIONS LLC,,,,
941196203,2018,,27777 FRANKLIN RD,,SOUTHFIELD,MI,48034,Staffing services,62689109,GUIDANT GLOBAL INC,,,,
530115655,2018,RWT PRODUCTION LLC,8932 HUNT LANE,,ANNADALE,VA,22003,PRINTING AND POSTAGE,1485425,,,,,
530115655,2018,AVALON CONSULTING GROUP,805 15TH ST NW,,WASHINGTON,DC,20005,FUNDRAISING AND CONSULTING,434596,,,,,
530115655,2018,HILTON CHICAGO,720 S MICHIGAN AVE,,CHICAGO,IL,60605,HOTEL VENUE,332487,,,,,
530115655,2018,BEACONFIRE CONSULTING,2300 CLAREDON BLVD SUITE 925,,ARLINGTON,VA,22201,WEB DESIGN,266574,,,,,
530115655,2018,ROUNDCORNER,2075 ALLSTON WAY SUITE 202,,BERKLEY,CA,68103,IT CONSULTING,221701,,,,,
951637466,2018,CAMBRIDGE ASSOCIATES,100 SUMMER STREET,,BOSTON,MA,021102112,INVESTMENT MANAGEMENT,996285,,,,,
951637466,2018,NORTHERN TRUST,355 SOUTH GRAND AVENUE SUITE 2600,,LOS ANGELES,CA,90071,INVESTMENT MANAGEMENT,217878,,,,,
951637466,2018,WELLINGTON TRUST COMPANY,280 CONGRESS STREET,,BOSTON,MA,02210,INVESTMENT MANAGEMENT,105747,,,,,
941461312,2018,ELEVATED RESOURCES INC,3990 WESTERLY PL STE 270,,NEWPORT BEACH,CA,92660,CONSULTING SERVICES,17463732,,,,,
941461312,2018,CATALYST360 LLC,11000 OPTUM CIRCLE,,EDEN PRAIRIE,MN,55344,CONSULTING SERVICES,8787122,,,,,
941461312,2018,HCL AMERICA INC,330 POTRERO AVE,,SUNNYVALE,CA,94085,CONSULTING SERVICES,4161774,,,,,
941461312,2018,PROUDFOOT,1355 PEACHTREE ST NE STE 800,,ATLANTA,GA,30309,CONSULTING SERVICES,3745119,,,,,
941461312,2018,LINDSAY STONE & BRIGGS INC,1 S PINCKNEY STE 500,,MADISON,WI,53703,CONSULTING SERVICES,3723888,,,,,
870409820,2018,ST LUKES REGIONAL MEDICAL CENTER,125 E IDAHO ST 300,,BOISE,ID,83712,MEDICAL SERVICES,155333858,,,,,
870409820,2018,UNIVERSITY OF UTAH HOSPITALS,201 S PRESIDENTS CIRCLE STE 145,,SLC,UT,84112,MEDICAL SERVICES,69607405,,,,,
870409820,2018,REVERE HEALTHCARE,PO BOX 30079,,SALT LAKE CITY,UT,84130,MEDICAL SERVICES,41765146,,,,,
870409820,2018,MOUNTAIN WEST ANESTHESIA LLC,PO BOX 3570,,SALT LAKE CITY,UT,84110,MEDICAL SERVICES,37972551,,,,,
870409820,2018,ST LUKES JEROME,PO BOX 587,,TWIN FALLS,ID,83303,MEDICAL SERVICES,37608083,,,,,
453358926,2017,ACCENTURE LLP,PO BOX 40629,,CHICAGO,IL,60673,CONSULTING & IMPLEMENTATION,68508063,,,,,
453358926,2017,NTT DATA SERVICES LLC,100 CITY SQ,,BOSTON,MA,021293721,TECHNOLOGY-ENABLED SERVICES,53176446,,,,,
453358926,2017,JE DUNN CONSTRUCTION CO,1001 LOCUST STREET,,KANSAS CITY,MO,64106,CONSTRUCTION SERVICES,48890645,,,,,
453358926,2017,MID AMERICA CLIN LABS,PO BOX 642263,,PITTSBURGH,PA,15264,LAB SERVICES,48306795,,,,,
453358926,2017,ANDREWS SPORTS MEDICINE AND ORTHO CLINIC,805 SAINT VINCENTS DR,STE 100,BIRMINGHAM,AL,35205,SPORTS MEDICINE,33584021,,,,,
431341372,2017,THOMPSON COBURN,ONE US BANK PLAZA,,ST LOUIS,MO,63101,LEGAL,219724,,,,,
521344831,2017,VIRTACORE SYSTEMS INC,20110 ASHBROOK PL 250,,ASHBURN,VA,20147,IT DATA CENTER BUSINESS CONTINUITY,277770,,,,,
521344831,2017,RSM US LLP,5155 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,AUDIT & TAX SERVICES,126500,,,,,
351044585,2017,INFOCISION MANAGEMENT CORPORATION,325 SPRINGSIDE DRIVE,,AKRON,OH,443334501,CALL CENTER,7417594,,,,,
351044585,2017,INNERWORKINGS INC,600 W CHICAGO AVENUE,,CHICAGO,IL,60654,PRINT MATERIALS PRODUCTION,5498815,,,,,
351044585,2017,VACO MEMPHIS LLC,5410 MARYLAND WAY 460,,BRENTWOOD,TN,37027,IT CONTRACT LABOR,4090059,,,,,
351044585,2017,EAGLECOM INC,2300 YONGE STREET SUITE 1700,,TORONTO,,,MEDIA PURCHASING,3124517,,ONTARIO,CA,,
351044585,2017,TEKSYSTEMS,PO BOX 198568,,ATLANTA,GA,303848568,IT CONTRACT LABOR,2307882,,,,,
593652538,2017,RAYMOND JAMES & ASSOCIATES INC,880 CARILLON PARKWAY,,ST PETERSBURG,FL,33716,INVESTMENT MANAGEMENT SERVICES,416969,,,,,
880361875,2017,PRODUCTION RESOURCE GROUP,6050 S VALLEY VIEW BLVD,,LAS VEGAS,NV,89118,THEATER OPERATIONS,2140211,,,,,
880361875,2017,PHANTOM TOURING LLC,7135 MINSTREL WAY SUITE 105,,COLUMBIA,MD,21045,ARTIST FEES,1825363,,,,,
880361875,2017,NEVADA BALLET THEATRE,1651 INNER CIRCLE,,LAS VEGAS,NV,89134,ARTIST FEES,1402584,,,,,
880361875,2017,MATILIDA ACROBAT TOUR LIMITED PARTNERSHI,311 W 43RD STREET STE 602,,NEW YORK,NY,10036,ARTIST FEES,962628,,,,,
880361875,2017,PARIS ACROSS AMERICA LLC,818 W DIAMOND AVENUE STE 250,,GAITHERSBURG,MD,20878,ARTIST FEES,947602,,,,,
364724966,2017,TURNER CONSTRUCTION COMPANY,55 E MONROE SUITE 1430,,CHICAGO,IL,60603,CONSTRUCTION,73806458,,,,,
364724966,2017,SKENDER CONSTRUCTION,200 W MADISON SUITE 1300,,CHICAGO,IL,60606,CONSTRUCTION,44618843,,,,,
364724966,2017,DELOITTE CONSULTING LLP,111 S WACKER DRIVE,,CHICAGO,IL,60606,CONSULTING SERVICES,18654203,,,,,
364724966,2017,LO DESTRO CONSTRUCTION COMPANY,211 E Ontario St 500,,CHICAGO,IL,60604,CONSTRUCTION SERVICES,18139947,,,,,
364724966,2017,MEDICAL STAFFING NETWORK,PO Box 840292,,Dallas,TX,752840292,TEMPORARY STAFFING,16714009,,,,,
361408475,2017,,1125 W LOYOLA AVE SUITE 110,,CHICAGO,IL,60626,FOOD SERVICES,21197060,ARAMARK CORPORATION,,,,
361408475,2017,,5831 DEMPSTER ST,,MORTON GROVE,IL,60053,CONSTRUCTION,13827890,B STROMBERG CONSTRUCTION CO,,,,
361408475,2017,,7301 N CICERO AVE,,LINCOLNWOOD,IL,60712,HOUSEKEEPING,6857408,THE MILLARD GROUP,,,,
361408475,2017,,1755 W ARMITAGE AVE,,CHICAGO,IL,60622,MASONRY AND ROOFING,4206394,BULLEY ANDREWS MASONRY RESTORATIO,,,,
361408475,2017,,9801 WASHINGTON BLVD,,GAITHERSBURG,MD,20878,HOUSEKEEPING,1724187,SODEXO INC AFFILIATES,,,,
480561974,2017,CASCADE HEALTH SERVICES,1045 SWIFT AVENUE,,KANSAS CITY,MO,64116,AGENCY STAFF,257484,,,,,
480561974,2017,LATHROP & GAGE,2345 GRAND BLVD,,KANSAS CITY,MO,64108,LEGAL SERVICES,144018,,,,,
480561974,2017,THOMAS FAMILY PRACTICE,174 DEER RUN,,ATCHISON,KS,66002,PHYSICIAN SERVICES,129147,,,,,
480561974,2017,WERRING LAW OFFICES,414 N 5TH STREET,,ATCHISON,KS,66002,LEGAL SERVICES,118253,,,,,
480561974,2017,NIGHTINGALE NURSES LLC,6401 CONGRESS AVE SUITE 250,,BOCA RATON,FL,33487,AGENCY STAFF,103966,,,,,
363152959,2017,Per Regulation 16033-2(D)(5) This information is found on the group return,541 N Fairbanks,Rm 1630,Chicago,IL,60611,,,,,,(Group #5878),
860974183,2017,BALLARD SPAHR LLP,1 EAST WASHINGTON STREET SUITE 2300,,PHOENIX,AZ,850042555,LEGAL SERVICES,416997,,,,,
860974183,2017,CROSSROADS STRATEGIES,800 NORTH CAPITOL STREET NORTHWEST,,WASHINGTON,DC,25002,CONSULTING SERVICES,199000,,,,,
860974183,2017,REPEQUITY,1211 CONNECTICUT AVENUE NORTHWEST,,WASHINGTON,DC,200362710,MARKETING SERVICES,165504,,,,,
860974183,2017,TGA ENTERPRISES LLC,12153 MINNESOTA AVE,,PUNTA GORDA,FL,33955,ENTERTAINMENT PRODUCER,150000,,,,,
860974183,2017,HERALD GROUP,1800 M STREET NW SUITE 450 SOUTH,,WASHINGTON,DC,200362710,PUBLIC RELATIONS SERVICES,140066,,,,,
530217164,2017,,164 ROLLINS AVE FL 2,,ROCKVILLE,MD,20852,EVENT PRODUCTION,7556511,VIVA CREATIVE LLC,,,,
530217164,2017,,65 ANDERSON AVENUE,,MOONACHIE,NJ,07074,CATERING,7216709,FOREMOST CATERERS INC,,,,
530217164,2017,,1 HARGROVE DRIVE,,LANHAM,MD,20706,EVENT PLANNING,3255171,HARGROVE INC,,,,
530217164,2017,,200 kendall street NE,,WASHINGTON,DC,20002,security services,1151539,city security consultants inc,,,,
530217164,2017,,100 Galleria Parkway Suite 1320,,ATLANTA,GA,30339,Event Planning,998332,Meeting Advice,,,,
208424918,2017,Search for Common Ground,1601 Connecticut Ave NW Ste 200,,Washington,DC,20009,Conflict Resolution,1490103,,,,,
208424918,2017,International Institute of Tropical Agri,PMB 5320,,Ibadan,,,Agricultural,476166,,Oyo State,NI,,
452798687,2017,,61 Jefferson Avenue,,Columbus,OH,43215,Consultant,6815232,McGann Media,,,,
452798687,2017,,737 Bolivar Road Suite 2000,,Cleveland,OH,44115,Consultant,2448691,Team NEO,,,,
452798687,2017,,150 S Front Street 200,,Columbus,OH,43215,Consultant,1699447,Columbus 2020,,,,
452798687,2017,,3 East 4th Street Suite 301,,Cincinnati,OH,45202,Consultant,1903641,REDI Cincinnati,,,,
452798687,2017,,35 Public Square,,Nelsonville,OH,45764,Consultant,1636874,Appalachian Partnership for Econ Gr,,,,
361707667,2017,IACONO PRODUCTION SERVICES INC,11420 DEERFIELD RD,,CINCINNATI,OH,45242,CONVENTION STAGE PRODUCTION,2311647,,,,,
361707667,2017,SEAT PLANNERS INCORPORATED,311 FOURTH AVE SUITE 509,,SAN DIEGO,CA,92101,CONVENTION TRANSPORTATION,1472191,,,,,
361707667,2017,FREEMAN EXPOSITIONS INC DBA FREEMAN,PO BOX 650036,,DALLAS,TX,75265,EVENT MGMT SUPPORT,1120979,,,,,
361707667,2017,GRANT THORNTON LLP,33562 TREASURY CENTER,,CHICAGO,IL,606943500,PROFESSIONAL SERVICES,1014424,,,,,
361707667,2017,PRODUCTION RESOURCE GROUP,200 HASTINGS DRIVE,,BUFFALO GROVE,IL,60089,PRODUCTION SERVICES,662751,,,,,
461457252,2017,ARDA,1201 15TH STREET NW STE 400,,WASHINGTON,DC,20005,MANAGEMENT SERVICES,1200000,,,,,
461457252,2017,BAKER & HOSTETLER,1050 CONNECTICUT AVE NW STE 1100,,WASHINGTON,DC,20036,LEGAL SERVICES,246928,,,,,
461457252,2017,DUDLEY TOPPER & FEUERZEIG,1000 FREDERIKSBERG,,ST THOMAS,,,LEGAL SERVICES,126776,,,VQ,,00802
480876205,2017,RELIAS LEARNING,DEPT CH 16894,,PALATINE,IL,60055,ONLINE TRAINING SERVICE,316900,,,,,
590624458,2016,Arellano Construction Co,7255 NW 19 St Suite B,,Miami,FL,33126,Construction Services,44150911,,,,,
590624458,2016,GCA Education Services Inc,4702 Western Ave Suite 101,,Knoxville,TN,37921,Maintenance & Repair Services,19860186,,,,,
590624458,2016,Florida Lemark Corp,2040 NW 94TH Avenue,,Doral,FL,33172,Construction Services,7698337,,,,,
590624458,2016,OneBlood Inc,1700 North State Rd 7,,Lauderhill,FL,33313,Testing/Lab Services,6448086,,,,,
590624458,2016,BDC Advisors LLC,1221 Brickell Ave Ste 1470,,Miami,FL,33131,Consulting Services,6369346,,,,,
510169168,2016,ITC Global Networking Solutions,850 Cranberry Woods 2240,,Cranberry,PA,16066,Programme Management,799711,,,,,
510169168,2016,Pricewaterhouse,Coopers LLP 1 Hays Lane,,London SE RD,,,Programme Management,614629,,,UK,,
510169168,2016,Tech Mahindra Ltd,Infocity Unit 12 Survey 64,,Madhapur,,,Programme Management,347275,,,IN,,
510169168,2016,The Task Force,for Global Health,,Ciudad de Guatemala,,,Programme Management,332985,,,GT,,
510169168,2016,Alher Abdelbh,BP 131,,Tillaberi,,,Programme Monitoring,133126,,,NG,,
941730465,2016,Mal Warwick Associates,2650 9th St Ste 103,,Berkeley,CA,94710,Direct mail consulting,2096805,,,,,
941730465,2016,Image X Inc,6150 Stoneridge Mall Rd Ste 200,,Pleasanton,CA,94588,Reproduction & printing,489108,,,,,
941730465,2016,Blackbaud Inc,2 Canal Park Suite 4300,,Cambridge,MA,02141,Contracted Services,328095,,,,,
941730465,2016,Care2com Inc,275 Shoreline Drive 300,,Redwood City,CA,94065,Advocacy Lists and Public Information,326000,,,,,
941730465,2016,Changeorg Inc,PO Box 200153,,Pittsburgh,PA,15251,Advocacy Lists and Public Information,204000,,,,,
941340523,2016,,393 E WALNUT ST,,PASADENA,CA,91188,MEDICAL SERVICES,17185580587,KAISER FOUNDATION HOSPITALS,,,,
941340523,2016,,1800 HARRISON ST,,OAKLAND,CA,94612,MEDICAL SERVICES,10524292959,THE PERMANENTE MEDICAL GROUP,,,,
941340523,2016,,100 S LOS ROBLES,,PASADENA,CA,91101,MEDICAL SERVICES,8832073115,SOUTHERN CA PERMANENTE MEDICAL GROU,,,,
941340523,2016,,501 Alakawa St,,HONOLULU,HI,96817,MEDICAL SERVICES,274070702,HAWAII PERMANENTE MEDICAL GROUP,,,,
941340523,2016,,4275 CAMPUS POINT CT,,SAN DIEGO,CA,92121,MEDICAL SERVICES,116131970,SCRIPPS HEALTH,,,,
370813229,2016,University Of Illinois College of Medicine,PO Box 4196,,Springfield,IL,627084196,Teaching Physicians,29382715,,,,,
370813229,2016,PointCore Network Services LLC,222 3rd Ave Suite 600,,Cedar Rapids,IA,52401,IT Services,4532621,,,,,
